CNFW01002104.1	ERS027644SCcontig002104
JMSO01000175.1	JMSP01000026.1
CSXB01000010.1	ERS075544SCcontig000010
AABF01000257.1	Contig0170
AAP83_Contigs_60	LJHY01000060.1
AE017243.1	HE576794.1
INSLA289_contig_94	LHAT01000094.1
LJDX02000183.1	contig263
CNFW01000728.1	ERS027644SCcontig000728
LJCS01000142.1	LJET02000049.1
AMRN01000009.1	JXMU01000009.1
BBRT01000082.1	NODE_187
JMSO01000318.1	LJCS01000247.1
B11479contig638.1	LFVR01000605.1
HK1c1207	JPDT01001204.1
AAP38_Contigs_28	LJHR01000028.1
AEJC01000433.1	gcontig_1108499724969
LGEA01000082.1	P439contig171.1
HK1c1858	JPDT01001855.1
B11479contig743.1	LFVR01000722.1
JYJF01000955.1	contig-955
CNFW01001538.1	ERS027644SCcontig001538
LGEC01000069.1	P441contig21.2
HK1c0466	JPDT01000465.1
BLOI2_C60	LFDU01000060.1
Contig9	LGIQ01000012.1
HK1c1706	JPDT01001703.1
CP001964.1	CP010525.1
CNFW01001641.1	ERS027644SCcontig001641
F6602contig2070.1	LGKH01001192.1
CNFW01000230.1	ERS027644SCcontig000230
LJQL01000224.1	PgyICMP2189_Contig_186
LJIE01000006.1	bac336_Scaffold6
JH601089.1	JH724269.1
CNFW01000280.1	ERS027644SCcontig000280
LGDE01000257.1	P404contig327.1
B11479contig347.1	LFVR01000279.1
GL629669.1	SCAFFOLD23
F6602contig3549.1	LGKH01002835.1
CNFW01004375.1	ERS027644SCcontig004375
LIGE01000006.1	contig_462
F6602contig5104.1	LGKH01004564.1
AQQZ01000047.1	LJDX02000249.1
Contig304	LKBH01000229.1
LGUP01000216.1	P002contig281.1
F6602contig3753.1	LGKH01003062.1
B11479contig461.1	LFVR01000409.1
HK1c1479	JPDT01001476.1
AM421808.1	CP001737.1
F6602contig4375.1	LGKH01003753.1
F6602contig1947.1	LGKH01001054.1
INSLA289_contig_83	LHAT01000083.1
LJDX02000169.1	LJET02000169.1
ADGX01000369.1	ctg00276
CNFW01001317.1	ERS027644SCcontig001317
ADGX01000269.1	ctg00173
CNFW01003646.1	ERS027644SCcontig003646
B11479contig270.1	LFVR01000192.1
BBRT01000319.1	NODE_72
JMSP01000371.1	JXCG01000005.1
LGUP01000334.1	P002contig386.1
JZAM01000038.1	contig38
CNFW01001163.1	ERS027644SCcontig001163
AMRN01000016.1	AQQZ01000016.1
JMSP01000458.1	LJDX02000184.1
LGUV01000176.1	P046contig249.1
LDNZ01000207.1	NODE_51_contig2
JYJF01000870.1	contig-870
AEJC01000108.1	gcontig_1108499718947
F6602contig2661.1	LGKH01001848.1
AEZI02000022.1	ctg1126932559525
AMSH01000038.1	contig38
BRHa_1001557	LADU01000117.1
HK1c1634	JPDT01001631.1
JYNY01000038.1	SAG1104
F6602contig3856.1	LGKH01003176.1
AMRN01000027.1	JZAM01000027.1
JPRF03000003.1	contig_100
F6602contig2830.1	LGKH01002036.1
LJPT01000032.1	PatICMP4303_Contig_160
F6602contig545.1	LGKH01004854.1
AJQY01000415.1	Contig_415
LJPT01000178.1	PatICMP4303_Contig_6
LJCS01000134.1	LJDX02000040.1
ADDO01000065.1	AEXM01000027.1
CXZU01000012.1	ERS085374SCcontig000012
LGEC01000014.1	P441contig108.1
HK1c2982	JPDT01002976.1
B11479contig440.1	LFVR01000385.1
LITJ01000075.1	LKKT01000065.1
LJPT01000164.1	PatICMP4303_Contig_86
LJDX02000064.1	LJET02000064.1
DS999566.1	GL629674.1
LJCS01000240.1	LJET02000158.1
CXDQ01000412.1	ERS009857SCcontig000412
F6602contig5091.1	LGKH01004549.1
F6602contig1379.1	LGKH01000423.1
CNFW01001458.1	ERS027644SCcontig001458
LGDE01000123.1	P404contig208.1
HK1c0864	JPDT01000861.1
CNFW01003273.1	ERS027644SCcontig003273
LGUW01000175.1	P092contig256.1
AM167904.1	CP003389.1
F6602contig4491.1	LGKH01003882.1
LDNZ01000037.1	NODE_201_contig38
LCFW01000007.1	UV80_C0007
AAI_A_2195_scaffold78	HE972599.1
ADGX01000337.1	ctg00431
JMSP01000252.1	contig095
CNFW01000811.1	ERS027644SCcontig000811
DS999543.1	GL870933.1
BA000043.1	CP010525.1
F6602contig2611.1	LGKH01001793.1
AAP83_Contigs_77	LJHY01000077.1
INSLA289_contig_280	LHAT01000280.1
JMSO01000348.1	JMSP01000294.1
JZAM01000302.1	contig302
AJHJ01000020.1	JMSP01000115.1
LJET02000156.1	contig239
CNFW01003875.1	ERS027644SCcontig003875
LJES02000035.1	L_contig000034
CP001819.1	CP002345.1
JZAM01000267.1	LJDX02000187.1
JMSO01000098.1	contig024
F6602contig2912.1	LGKH01002127.1
F6602contig3221.1	LGKH01002472.1
JMSP01000044.1	LJCS01000151.1
JYJF01000246.1	contig-246
CP001431.1	CP002526.1
JZAM01000049.1	contig49
CNFW01000735.1	ERS027644SCcontig000735
HK1c0576	JPDT01000575.1
LJQB01000002.1	PcoICMP19117_Contig_53
LGUV01000374.1	P046contig73.1
JYJF01000344.1	contig-344
CNFW01003288.1	ERS027644SCcontig003288
LJQL01000287.1	PgyICMP2189_Contig_37
CNFW01002754.1	ERS027644SCcontig002754
HK1c1912	JPDT01001909.1
HK1c0044	JPDT01000043.1
CYAV01000136.1	ERS085366SCcontig000136
BHUMctg238	LFMX01000212.1
B11479contig561.1	LFVR01000520.1
LITU01000036.1	contig_187
LJCS01000210.1	LJDX02000125.1
LJQL01000301.1	PgyICMP2189_Contig_400
HK1c0601	JPDT01000600.1
CNFW01004048.1	ERS027644SCcontig004048
JZAM01000370.1	contig370
CYFX01000002.1	ERS150873SCcontig000002
LDUI01000073	LDUI01000073.1
CNFW01002519.1	ERS027644SCcontig002519
CXDQ01000517.1	ERS009857SCcontig000517
B11479contig775.1	LFVR01000757.1
JH376421.1	JH414888.1
LGUW01000251.1	P092contig323.1
CSXD01000111.1	ERS075547SCcontig000111
JXCG01000003.1	LDJX01000003.1
LJCS01000055.1	contig055
JMSO01000290.1	LJDX02000109.1
CXDQ01000452.1	ERS009857SCcontig000452
CNFW01003357.1	ERS027644SCcontig003357
LDUI01000021	LDUI01000021.1
JMSO01000380.1	JMSP01000296.1
GG668551.1	GL636952.1
JYJF01000997.1	contig-997
JMSO01000077.1	contig238
F6602contig3169.1	LGKH01002413.1
JMSP01000627.1	contig607
CNFW01001647.1	ERS027644SCcontig001647
F6602contig3380.1	LGKH01002648.1
F6602contig671.1	LGKH01004994.1
JXMU01000008.1	LJDX02000285.1
JYNY01000126.1	SAG1173
JMSP01000224.1	LJET02000047.1
HK1c0483	JPDT01000482.1
CNFW01002859.1	ERS027644SCcontig002859
JMSO01000253.1	LJCS01000080.1
F6602contig2416.1	LGKH01001576.1
LIXH01000026.1	LKBH01000179.1
HK1c1400	JPDT01001397.1
F6602contig2190.1	LGKH01001325.1
F6602contig2702.1	LGKH01001894.1
CSXD01000089.1	ERS075547SCcontig000089
F6602contig4981.1	LGKH01004426.1
CP000510.1	CP000769.1
JYJF01000089.1	contig-88
CP002017.1	CP002526.1
LJCS01000185.1	LJDX02000096.1
LDNZ01000200.1	NODE_201_contig206
CP001173.1	HE965803.1
LGYD01000014.1	scf_44823_11.contig_1
JXCG01000023.1	LJET02000146.1
GG668561.1	GL636962.1
F6602contig3468.1	LGKH01002745.1
JJQL01000027.1	scaffold67_1_size12919-refined
F6602contig4938.1	LGKH01004378.1
CXDQ01000250.1	ERS009857SCcontig000250
LJPT01000096.1	PatICMP4303_Contig_103
CNFW01002560.1	ERS027644SCcontig002560
F6602contig4962.1	LGKH01004405.1
HK1c2623	JPDT01002619.1
INSLA289_contig_276	LHAT01000276.1
CNFW01002890.1	ERS027644SCcontig002890
B11479contig437.1	LFVR01000381.1
JMSP01000030.1	LJCS01000226.1
JZAM01000255.1	contig255
LJCS01000137.1	LJET02000043.1
HK1c1464	JPDT01001461.1
LJRN01000059.1	PtoICMP2844_Contig_169
CNFW01002349.1	ERS027644SCcontig002349
CP000661.1	CP002831.1
CP001056.1	L43967.2
CP000410.2	FN563149.1
BHUMctg301	LFMX01000274.1
F6602contig2363.1	LGKH01001517.1
JPRF03000054.1	contig_5
CNFW01000972.1	ERS027644SCcontig000972
LJDX02000119.1	LJET02000119.1
JMSO01000390.1	contig374
JJQL01000086.1	scaffold71_1_size18475-refined
JMSO01000126.1	JZAM01000154.1
HK1c0461	JPDT01000460.1
CSXB01000100.1	ERS075544SCcontig000100
LGTK01000141.1	contig00141
AEJC01000354.1	gcontig_1108499710269
JXCG01000014.1	JZAM01000014.1
LKKT01000061.1	contig00070
F6602contig3645.1	LGKH01002942.1
JAIW01000026.1	contig000026
AFNU02000010.1	LIUR01000008.1
JX07_contig_58	LBNA01000005.1
LGUV01000155.1	P046contig23.1
LITJ01000051.1	LKKT01000049.1
HK1c0251	JPDT01000250.1
F6602contig143.1	LGKH01000480.1
LITU01000024.1	contig_95
JMSO01000438.1	JZAM01000435.1
LJQL01000184.1	PgyICMP2189_Contig_112
AEJC01000544.1	gcontig_1108499729175
F6602contig2836.1	LGKH01002042.1
LGCK01000005.1	LITU01000002.1
CP000410.2	CP000661.1
F6602contig896.1	LGKH01005243.1
F6602contig4124.1	LGKH01003475.1
LJCS01000195.1	LJET02000107.1
LJRD01000210.1	PreICMP16945_Contig_224
CP001612.1	CP002480.1
F6602contig3994.1	LGKH01003329.1
AJML01000037.1	ctg120004772316
AQQZ01000033.1	JZAM01000033.1
CP003243.1	Chromosome
BBRT01000122.1	LAMX01000007.1
F6602contig4268.1a	LGKH01003634.1
CBZV010000005.1	JPRF03000054.1
F6602contig2461.1	LGKH01001626.1
GG704580.1	GG739934.1
CP002010.1	FP929003.1
CNFW01001605.1	ERS027644SCcontig001605
F6602contig1160.1	LGKH01000181.1
JMSP01000484.1	JZAM01000332.1
JMSO01000147.1	LJCS01000031.1
JMSO01000344.1	JMSP01000474.1
AP009240.1	CP002663.1
CBZV010000018.1	LIUQ01000001.1
CNFW01003287.1	ERS027644SCcontig003287
F6602contig4668.1	LGKH01004078.1
F6602contig857.1	LGKH01005200.1
CNFW01003540.1	ERS027644SCcontig003540
AQQZ01000044.1	LJET02000203.1
CNFW01000982.1	ERS027644SCcontig000982
DS999551.1	GL636946.1
JMSP01000285.1	contig083
JQIP01000066.1	Sequence0000003512
JMSO01000440.1	JMSP01000525.1
CP001964.1	CP011300.1
AQQZ01000024.1	LJET02000157.1
JMSP01000363.1	JZAM01000467.1
BBRT01000133.1	NODE_26
F6602contig3160.1	LGKH01002404.1
CNFW01002302.1	ERS027644SCcontig002302
CP001129.1	CP011300.1
AMRN01000021.1	AQQZ01000021.1
CM001167.1	CP003243.1
AMRN01000012.1	JXMU01000012.1
F6602contig1139.1	LGKH01000157.1
AJHJ01000090.1	contig090
F6602contig3533.1	LGKH01002818.1
LGDF01000043.1	P406contig136.1
GG668543.1	GG704820.1
LJET02000257.1	contig93
F6602contig1483.1	LGKH01000539.1
JMSP01000382.1	contig015
JMSO01000302.1	JZAM01000216.1
LGTK01000102.1	contig00102
B11479contig772.1	LFVR01000754.1
JMSP01000155.1	contig436
F6602contig1011.1	LGKH01000016.1
JYNY01000581.1	SAG1891
CNFW01002377.1	ERS027644SCcontig002377
LJRP01000011.1	PttICMP459_Contig_85
F6602contig4211.1	LGKH01003572.1
Contig_63_UM147	LFLE01000022.1
CM001167.1	CP001962.1
AE004091.2	CP000926.1
CBZV010000065.1	JPRF03000071.1
HK1c1796	JPDT01001793.1
LGDE01000020.1	P404contig116.1
BHUMctg231	LFMX01000205.1
LJES02000219.1	L_contig000218
AKJT01000108.1	PMI21_contig_135.135
JZAM01000125.1	LJDX02000030.1
HK1c1291	JPDT01001288.1
LGDE01000049.1	P404contig142.1
F6602contig4184.1	LGKH01003541.1
CNFW01004023.1	ERS027644SCcontig004023
HK1c0390	JPDT01000389.1
GG704581.1	GL891988.1
CNFW01003555.1	ERS027644SCcontig003555
GG739947.1	JH376441.1
F6602contig2215.1	LGKH01001353.1
LJRD01000284.1	PreICMP16945_Contig_79
F6602contig1086.1	LGKH01000098.1
LGEC01000153.1	P441contig94.1
AM999887.1	CP001962.1
JPRF03000034.1	LIUQ01000074.1
3	AP009387.1
CNFW01001362.1	ERS027644SCcontig001362
F6602contig287.1	LGKH01002079.1
CNFW01000925.1	ERS027644SCcontig000925
AEJC01000425.1	gcontig_1108499722199
HK1c2871	JPDT01002865.1
CBZV010000072.1	JPRF03000079.1
CNFW01001001.1	ERS027644SCcontig001001
CBZV010000039.1	contig_39
GG704590.1	KQ236761.1
JMSO01000322.1	contig257
F6602contig2133.1	LGKH01001262.1
CNFW01000297.1	ERS027644SCcontig000297
F6602contig3058.1	LGKH01002290.1
GL891981.1	JH414889.1
AFNU02000024.1	LKBH01000157.1
HK1c2216	JPDT01002213.1
CNFW01002316.1	ERS027644SCcontig002316
HK1c1755	JPDT01001752.1
LGUP01000412.1	P002contig88.1
HK1c1263	JPDT01001260.1
F6602contig2853.1	LGKH01002061.1
BRHa_1003185	LADU01000024.1
LGDW01000207.1	P435contig275.1
JZAM01000185.1	contig185
B11479contig5.1	LFVR01000451.1
Contig36	LIXH01000036.1
CNFW01000764.1	ERS027644SCcontig000764
AQQZ01000049.1	LJDX02000251.1
JJQL01000008.1	scaffold29_1_size64131-refined
JXCG01000016.1	contig16
INSLA289_contig_256	LHAT01000256.1
CNFW01003380.1	ERS027644SCcontig003380
LJRN01000197.1	PtoICMP2844_Contig_62
INSLA289_contig_182	LHAT01000182.1
JMSP01000447.1	LJCS01000235.1
JX07_contig_25	LBNA01000028.1
LGCK01000005.1	LIGE01000041.1
HK1c1571	JPDT01001568.1
INSLA289_contig_259	LHAT01000259.1
HK1c2374	JPDT01002371.1
CP000661.1	CP000926.1
JAIW01000039.1	contig000039
F6602contig4831.1	LGKH01004260.1
CNFW01000226.1	ERS027644SCcontig000226
CNFW01001247.1	ERS027644SCcontig001247
JMSP01000048.1	contig101
JXMU01000024.1	contig24
AJQY01000312.1	Contig_312
F6602contig1128.1	LGKH01000145.1
F6602contig3033.1	LGKH01002263.1
F6602contig1222.1	LGKH01000250.1
F6602contig5146.1	LGKH01004610.1
F6602contig2308.1	LGKH01001456.1
HK1c2902	JPDT01002896.1
JYNY01000444.1	SAG1692
CSXB01000013.1	ERS075544SCcontig000013
B11479contig232.1	LFVR01000150.1
ITZX_scaf_2485	LJSH01000009.1
CNFW01002490.1	ERS027644SCcontig002490
F6602contig229.1	LGKH01001435.1
LJQL01000028.1	PgyICMP2189_Contig_224
AJHJ01000012.1	JMSO01000094.1
F6602contig2436.1	LGKH01001598.1
LDNZ01000105.1	NODE_201_contig109
ADDO01000036.1	LITJ01000062.1
CNFW01001598.1	ERS027644SCcontig001598
F6602contig482.1	LGKH01004247.1
JMSP01000217.1	LJCS01000165.1
CNFW01004348.1	ERS027644SCcontig004348
B11479contig371.1	LFVR01000307.1
F6602contig3254.1	LGKH01002508.1
F6602contig3203.1	LGKH01002452.1
CNFW01000338.1	ERS027644SCcontig000338
JPRF03000023.1	contig_21
CBZV010000025.1	LIGE01000030.1
B11479contig553.1	LFVR01000511.1
LDJX01000011.1	LJET02000013.1
AMSH01000130.1	JZAM01000130.1
JMSO01000049.1	LJDX02000222.1
JZEJ01000006.1	LGRV01000004.1
GG739946.1	JH376440.1
LJQL01000390.1	PgyICMP2189_Contig_362
LJPT01000107.1	PatICMP4303_Contig_115
HK1c2487	JPDT01002484.1
JXCG01000011.1	JXMU01000011.1
AP009245.1	pSE11-5
LJDX02000003.1	LJET02000003.1
LJCS01000211.1	LJDX02000126.1
JMSP01000065.1	JZAM01000135.1
JMSO01000285.1	JMSP01000428.1
AAI_A_2195_scaffold126	HE972647.1
LGDF01000122.1	P406contig38.1
LJQL01000229.1	PgyICMP2189_Contig_176
JQIR01000107.1	Sequence0000010489
JYJF01000851.1	contig-851
AEXM01000032.1	LKKT01000009.1
CP001819.1	HE965803.1
F6602contig4288.1	LGKH01003656.1
F6602contig767.1	LGKH01005100.1
ADDO01000027.1	LITJ01000012.1
LJRD01000060.1	PreICMP16945_Contig_40
AEXM01000027.1	LGTK01000008.1
JMSO01000408.1	JMSP01000235.1
F6602contig4310.1	LGKH01003682.1
CYFX01000137.1	ERS150873SCcontig000137
F6602contig5043.1	LGKH01004496.1
LJDX02000109.1	LJET02000109.1
CNFW01001683.1	ERS027644SCcontig001683
CXDQ01000236.1	ERS009857SCcontig000236
B11479contig706.1	LFVR01000681.1
CYFX01000076.1	ERS150873SCcontig000076
LJQL01000238.1	PgyICMP2189_Contig_290
F6602contig3226.1	LGKH01002477.1
LGDE01000451.1	P404contig73.1
AMSH01000058.1	JZAM01000058.1
AMSH01000128.1	JMSP01000407.1
AJQY01000361.1	Contig_361
F6602contig2181.1	LGKH01001315.1
CNFW01000010.1	ERS027644SCcontig000010
HK1c2571	JPDT01002567.1
HK1c1722	JPDT01001719.1
F6602contig1155.1	LGKH01000175.1
LJDX02000180.1	contig260
LGUV01000198.1	P046contig269.1
F6602contig3546.1	LGKH01002832.1
CP002770.1	L43967.2
LGDE01000347.1	P404contig408.1
F6602contig4671.1a	LGKH01004082.1
F6602contig1336.1	LGKH01000376.1
LJET02000250.1	contig87
F6602contig1931.1	LGKH01001037.1
LGDW01000052.1	P435contig140.1
F6602contig3109.1	LGKH01002347.1
CNFW01001483.1	ERS027644SCcontig001483
CXDQ01000418.1	ERS009857SCcontig000418
JYJF01000339.1	contig-339
LGDW01000389.1	P435contig436.1
LGUV01000147.1	P046contig222.1
LJRD01000247.1	PreICMP16945_Contig_93
HK1c0470	JPDT01000469.1
AE016853.1	CP001129.1
DS999558.1	GG668552.1
Contig13	LIXH01000013.1
JYNY01000653.1	SAG1996
LGUW01000294.1	P092contig362.1
B11479contig837.1	LFVR01000826.1
JZAM01000458.1	contig458
LJCS01000154.1	LJDX02000062.1
CP001878.2	CP002689.1
JXMU01000013.1	LDJX01000013.1
CNFW01000900.1	ERS027644SCcontig000900
CNFW01001885.1	ERS027644SCcontig001885
F6602contig3514.1	LGKH01002797.1
LGDW01000109.1	P435contig191.1
HK1c1113	JPDT01001110.1
HK1c2578	JPDT01002574.1
JMSO01000410.1	LJDX02000241.1
HK1c0791	JPDT01000790.1
JXMU01000001.1	JZAM01000001.1
LFQK01000086.1	contig_87
ADDO01000029.1	AEXM01000020.1
JMSP01000729.1	contig731
HK1c2746	JPDT01002740.1
JZAM01000148.1	LJET02000055.1
GL636939.1	SCAFFOLD6
AQQZ01000054.1	LJET02000214.1
LDJX01000012.1	LJDX02000024.1
CNFW01001212.1	ERS027644SCcontig001212
GG749030.1	GL891993.1
JMSO01000290.1	LJCS01000197.1
JMSO01000141.1	JMSP01000426.1
JMSP01000022.1	LJDX02000054.1
CNFW01004082.1	ERS027644SCcontig004082
0029.	BADZ02000029.1
CNFW01003496.1	ERS027644SCcontig003496
AAOS02000010.1	gcontig_1106166664358
HK1c0986	JPDT01000983.1
HK1c1544	JPDT01001541.1
LDNZ01000202.1	NODE_201_contig208
CBZV010000019.1	contig_19
AMSH01000132.1	contig132
LJPT01000150.1	PatICMP4303_Contig_173
ADDO01000019.1	LITJ01000077.1
JPRF03000017.1	JQIT01000012.1
LGTK01000047.1	LKKT01000045.1
LFQK01000001.1	LGCK01000014.1
AE004091.2	FM204883.1
JMSP01000585.1	contig546
HK1c0852	JPDT01000849.1
CVRS01000057.1	RIL183_150
CNFW01002275.1	ERS027644SCcontig002275
LJDX02000115.1	LJET02000115.1
CBZV010000012.1	contig_12
ADGX01000338.1	ctg00099
LITU01000005.1	contig_16
DS999546.1	SCAFFOLD8
JYJF01000202.1	contig-202
AQQZ01000017.1	JXCG01000017.1
F6602contig1069.1	LGKH01000079.1
F6602contig2092.1	LGKH01001216.1
LJET02000012.1	contig109
JYNY01000567.1	SAG1870
HK1c2992	JPDT01002986.1
B11479contig490.1	LFVR01000441.1
CP001820.1	CP003243.1
AEJC01000004.1	gcontig_1108499715919
F6602contig5015.1	LGKH01004465.1
F6602contig3633.1	LGKH01002929.1
CP001868.2	CP001878.2
LGDW01000017.1	P435contig110.1
BHUMctg390	LFMX01000350.1
GG704578.1	GG749022.1
CBZV010000009.1	JQIT01000008.1
GG739949.1	GG749039.1
JMSO01000251.1	LJCS01000072.1
LHAT01000092	LHAT01000092.1
LJES02000123.1	L_contig000122
LFQK01000003.1	LGCK01000010.1
AEJC01000556.1	gcontig_1108499710213
LAMX01000023.1	NODE_17
JZAM01000087.1	LJDX02000293.1
LFQK01000115.1	contig_123
LDVT01000076.1	contig1385
HK1c0143	JPDT01000142.1
AWFO01000005.1	M1489_005
F6602contig2146.1	LGKH01001276.1
CNFW01003013.1	ERS027644SCcontig003013
F6602contig1355.1	LGKH01000397.1
HK1c0104	JPDT01000103.1
AJHJ01000074.1	contig074
JYJF01000702.1	contig-702
CNFW01001307.1	ERS027644SCcontig001307
JYJF01000684.1	contig-684
LJPT01000103.1	PatICMP4303_Contig_164
JYJF01000540.1	contig-540
AMSH01000079.1	LJDX02000284.1
LFYT02000111.1	LimC-II-D5-C111
JQIP01000010.1	Sequence0000010050
HK1c2775	JPDT01002769.1
F6602contig4746.1	LGKH01004165.1
JZAM01000239.1	contig239
1	CR555307.1
LGTK01000037.1	LKKT01000035.1
CNFW01004252.1	ERS027644SCcontig004252
AEJC01000548.1	gcontig_1108499726555
JZAM01000460.1	contig460
JXMU01000059.1	LJDX02000265.1
JMSP01000559.1	contig509
AAP93_Contigs_132	LJHZ01000132.1
LHQM01000036.1	contig_39
JYGY01000002.1	scaffold_1
JYNY01000075.1	SAG1110
JMSO01000092.1	JZAM01000275.1
BBRT01000072.1	NODE_171
LAFZ01000010.1	contig-3000002
LGEC01000154.1	P441contig95.1
INSLA289_contig_215	LHAT01000215.1
JQIR01000110.1	Sequence0000011808
JMSO01000375.1	JMSP01000033.1
CP000410.2	CP001878.2
CNFW01001860.1	ERS027644SCcontig001860
JYJF01000776.1	contig-776
JYJF01000105.1	contig-104
Contig_16_UM408	LFIU01000013.1
LGDW01000149.1	P435contig224.1
CNFW01004337.1	ERS027644SCcontig004337
F6602contig4581.1	LGKH01003982.1
AE017243.1	CP002770.1
LGTK01000209.1	contig00209
CP001127.1	CP001962.1
LGEA01000093.1	P439contig21.1
LIUQ01000150.1	contig_771
AE016853.1	HE576794.1
F6602contig2754.1	LGKH01001951.1
AJQY01000359.1	Contig_359
AABF01000235.1	Contig0104
AMSH01000005.1	JZAM01000005.1
JZAM01000026.1	LJDX02000179.1
BHUMctg324	LFMX01000297.1
HK1c2083	JPDT01002080.1
GG704581.1	GG739935.1
JYNY01000226.1	SAG1342
AKJT01000109.1	PMI21_contig_136.136
JMSP01000039.1	JZAM01000178.1
CBZV010000044.1	LHQM01000041.1
CXDQ01000001.1	ERS009857SCcontig000001
JMSO01000486.1	JMSP01000166.1
F6602contig135.1	LGKH01000391.1
AM999887.1	CP001868.2
LIXH01000052.1	LKBH01000261.1
LIRD01000012.1	P.sp_In5_contig_12
HK1c1976	JPDT01001973.1
B11479contig733.1	LFVR01000711.1
HK1c2739	JPDT01002733.1
LGUW01000262.1	P092contig333.1
LJCS01000245.1	LJDX02000163.1
JMSP01000237.1	contig315
AE016853.1	CP001737.1
LGTK01000175.1	contig00175
JMSO01000081.1	LJCS01000210.1
LGUW01000015.1	P092contig111.1
AJHJ01000036.1	JMSP01000108.1
B11479contig737.1	LFVR01000715.1
LJRD01000017.1	PreICMP16945_Contig_6
F6602contig4339.1	LGKH01003713.1
AEXM01000026.1	LITJ01000011.1
JMSO01000053.1	JMSP01000186.1
JYJF01000117.1	contig-116
GG739944.1	GG749034.1
CP000926.1	FN563149.1
F6602contig509.1	LGKH01004547.1
CP000487.1	HE576794.1
JYGY01000023.1	scaffold_22
JYNY01000560.1	SAG1864
F6602contig3080.1	LGKH01002315.1
LGDW01000126.1	P435contig206.1
CYAV01000079.1	ERS085366SCcontig000079
JXMU01000018.1	LJDX02000090.1
CP002534.1	FM204883.1
LJET02000042.1	contig136
CNFW01001785.1	ERS027644SCcontig001785
LGDE01000382.1	P404contig44.1
AP009240.1	CP000487.1
LJET02000001.1	contig1
CNFW01001261.1	ERS027644SCcontig001261
B11479contig889.1	LFVR01000883.1
HK1c0043	JPDT01000042.1
F6602contig739.1	LGKH01005069.1
LJCS01000079.1	contig079
AMSH01000122.1	JMSP01000131.1
JMSP01000695.1	contig694
AMRN01000025.1	JXCG01000025.1
ABHU01000075.1	gcontig_1106613680294
JZAM01000165.1	LJCS01000165.1
LJRD01000405.1	PreICMP16945_Contig_63
B11479contig519.1	LFVR01000473.1
AJHJ01000094.1	LJCS01000094.1
F6602contig3309.1	LGKH01002569.1
GG668540.1	GL629654.1
Contig223	LKBH01000139.1
HK1c2488	JPDT01002485.1
CQZO01000010.1	ERS020178SCcontig000010
JPRF03000002.1	LHQM01000010.1
F6602contig2854.1	LGKH01002062.1
F6602contig3661.1	LGKH01002960.1
LGTK01000115.1	LKKT01000092.1
B11479contig799.1	LFVR01000783.1
LGEC01000144.1	P441contig86.1
F6602contig3095.1	LGKH01002331.1
Contig_15_UM411	LFKM01000011.1
F6602contig336.1	LGKH01002625.1
LCAU01000042.1	UU48_C0042
JMSP01000127.1	JZAM01000280.1
GL629661.1	GL636948.1
AJQY01000139.1	Contig_139
CNFW01000194.1	ERS027644SCcontig000194
GG739928.1	JH376422.1
JZAM01000140.1	LJCS01000140.1
CNFW01004389.1	ERS027644SCcontig004389
B11479contig420.1	LFVR01000362.1
CNFW01004438.1	ERS027644SCcontig004438
HK1c0779	JPDT01000778.1
CNFW01002239.1	ERS027644SCcontig002239
LDNZ01000294.1	NODE_96_length_674
GG749035.1	supercont1.20
JYJF01000024.1	contig-23
AM167904.1	CP002905.1
AEXM01000007.1	LKKT01000003.1
JMSP01000013.1	contig027
HK1c2427	JPDT01002424.1
ALNM01000025.1	ctg120007584543
AJQY01000059.1	Contig_059
JQIR01000044.1	Sequence0000002616
B11479contig825.1	LFVR01000813.1
JX07_contig_53	LBNA01000003.1
LJQL01000059.1	PgyICMP2189_Contig_277
LJPW01000157.1	PcaICMP2855_Contig_61
LJCS01000106.1	contig106
CNFW01001694.1	ERS027644SCcontig001694
JH470346.1	KQ236751.1
LIUQ01000093.1	contig_307
B11479contig952.1	LFVR01000954.1
JMSO01000014.1	LJCS01000044.1
AGIK01000008.1	ctg44
GG704821.1	SCAFFOLD12
AMSH01000022.1	LJDX02000135.1
CP000510.1	CP001964.1
JMSO01000281.1	contig175
F6602contig5028.1	LGKH01004479.1
JX07_contig_36	LBNA01000054.1
F6602contig4653.1	LGKH01004062.1
CNFW01003050.1	ERS027644SCcontig003050
CNFW01000267.1	ERS027644SCcontig000267
JMSP01000132.1	JZAM01000295.1
LDUI01000037	LDUI01000037.1
LGUV01000162.1	P046contig236.1
LJQL01000106.1	PgyICMP2189_Contig_238
LJPW01000167.1	PcaICMP2855_Contig_116
B11479contig108.1	LFVR01000011.1
BHUMctg392	LFMX01000352.1
CQZO01000083.1	ERS020178SCcontig000083
F6602contig5048.1	LGKH01004501.1
AWFK01000011.1	M0483_011
JMSO01000068.1	LJET02000016.1
LGDE01000314.1	P404contig379.1
CNFW01003023.1	ERS027644SCcontig003023
LJPW01000003.1	PcaICMP2855_Contig_71
HK1c2770	JPDT01002764.1
LGUP01000240.1	P002contig301.1
B11479contig308.1	LFVR01000235.1
LJQL01000069.1	PgyICMP2189_Contig_254
CNFW01002546.1	ERS027644SCcontig002546
JYNY01000565.1	SAG1869
CBZV010000013.1	LIGE01000015.1
CNFW01000377.1	ERS027644SCcontig000377
F6602contig1999.1	LGKH01001111.1
LIUQ01000024.1	contig_89
JMSP01000431.1	LJET02000104.1
